parkCode,name,totalSites,latitude,longitude,numberOfSitesFirstComeFirstServe,numberOfSitesReservable,description,operatingHours,reservationInfo,id,reservationUrl
bicy,Pinecrest,4,26.2238175,-81.2677557,0,4,This campground is for group camping only. Four sites available to accommodate eight tents at 15 people each.There is no water or restroom facilities. Access to the Pinecrest Campground is along a secondary gravel road.,"[{'exceptions': [], 'description': 'Open Year-round', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Pinecrest'}]",Reservations may be made on recreation.gov or call 877-444-6777 in advance.  Any sites not reserved in advance are available on a first come first serve basis.,63A57214-A247-405D-ACBD-254D56A1FDE7,http://www.recreation.gov
bicy,Pink Jeep,9,26.2238175,-81.2677557,9,0,"This is a primitive campground, containing nine campsites. No water. Vault toilets are available. Pink Jeep  can be accessed by off-road vehicle, hiking or biking. Backcountry permits are required for all, off-road vehicle permits are required for off-road vehicles.","[{'exceptions': [], 'description': 'Open August 15 through April 15', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Pink Jeep'}]","Pink Jeep can be accessed by off-road vehicle, hiking or biking. Backcountry permits are required for all, off-road vehicle permits are required for off-road vehicles.  No reservations are taken.  Sites are first come first serve",F5482EE1-0DC2-473D-AB4E-A6132ECFEF2D,
bisc,Boca Chita & Elliott Key Campgrounds,60,25.525072,-80.174431,60,0,"Both campgrounds are located on islands. The only access to these islands is by boat. No services are available.

Boca Chita Key ??Features open, waterside, grassy camping area with picnic tables and grills. Toilets are available, but there are no sinks, showers or drinking water. The harbor entrance at low tide is approximately four feet.

Elliott Key  - Features waterside and partially forested camping area, picnic tables and grills. Restrooms with sinks and cold water showers are available.","[{'exceptions': [], 'description': 'There are two campgrounds in Biscayne National Park. Both are located on islands, Elliott Key and Boca Chita Key. The only access to these islands is by boat. No services are available on the islands. All camping and docking fees are waived from May 1 to September 30 every year. Expect heavy populations of insects during the warmer months.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Boca Chita & Elliott Key Campgrounds'}]","No reservations may be made in advance for the main campgrounds. The campgrounds are available on a first-come, first-served basis.",3974D96D-C28E-4A4B-8CCA-4C0C4747C420,
biso,Alum Ford Campground,7,36.763908,-84.54745,7,0,Alum Ford is a primitive campground and offers six campsites with a vault toilet facility.  No drinking water is located at this area.  Alum Ford also has a boat ramp.  There are no fees to use the ramp.,"[{'exceptions': [], 'description': 'Alum Ford is a primitive campground and offers six campsites with a vault toilet facility.  This campground is open year-round on a first come-first serve basis.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Alum Ford Campground'}]",This campground is open year-round on the honor system. Sites may not be reserved.,4F9E59DF-BFCB-400F-8F4E-6A5233A47324,
biso,Bandy Creek Campground,149,36.763908,-84.54745,149,143,"The campground offers a total of 181 campsites: 96 trailer sites which offer water and electric hook-ups, 49 sites for tent camping, and two group camping loops with 19 sites in one loop and 16 sites in the other. All campsites include picnic tables, fire rings, and access to restrooms and showers. A dump station is located near the registration kiosk. There are no sewer hook-ups at individual trailer sites. The group campsites also have their own cook shelters and campfire circles.","[{'exceptions': [], 'description': 'Campground is open year-round. Campsites are on reservation system from April 1 through October 31 each year. Sites not reserved may be obtained on a first come-first serve basis. The campground operates on the honor system from November through March.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Bandy Creek Campground'}]",Campground reservations for sites within Big South Fork can now be made through National Recreation Reservation Service by calling 1-877-444-6777 or online at the National Recreation Reservation Service web site. Reservations may be made up to 240 days in advance. Group camp can be reserved up to 360 days in advance.,09BC0AFC-F118-44EA-B7E1-1FE0191CA77E,http://www.recreation.gov/camping/bandy-creek/r/campgroundDetails.do?contractCode=NRSO&parkId=70988
biso,Bear Creek Horse Camp,23,36.763908,-84.54745,22,22,"This campground contains 23 developed campsites. Each site offers water and electricity, tables, grills, tie-outs for 4 horses, access to modern restrooms with hot showers, a dump station and access miles of horse trails. Bear Creek Horse Camp is located on Bear Creek Road off Hwy. 742, west of Stearns, Kentucky. The fee rate per night is $28.00 (half price for holders of the Interagency Access/Senior Passes).","[{'exceptions': [], 'description': 'This campground is open from April through November on the reservation system. Sites that are not reserved may be used on a first come-first served basis.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Bear Creek Horse Camp'}]",Bear Creek Horse Camp is now operated by the National Park Service. Camping reservations can be made by calling 1-877-444-6777 or online at www.recreation.gov. Unreserved sites are available on a first-come first-serve basis.,88FE257F-E2CF-45DC-858E-7DF1B92AFF4F,http://www.recreation.gov/camping/bear-creek-horse-camp/r/campgroundDetails.do?contractCode=NRSO&parkId=70856
biso,Blue Heron Campground,45,36.763908,-84.54745,44,43,"Blue Heron Campground is located in the Kentucky portion of Big South Fork, 9 miles west of Stearns off Highway 742. The campground offers a total of 45 sites all with water and electric hook-ups, picnic tables, fire-rings, access to restrooms and showers and a dump station.","[{'exceptions': [], 'description': 'Blue Heron Campground is open from April through November and operates on a reservation system from April 1 through October 31. Campsites are also available on a first-come/first-served basis throughout the season.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Blue Heron Campground'}]",Campground reservations for sites within Big South Fork can now be made through National Recreation Reservation Service by calling 1-877-444-6777 or online at the National Recreation Reservation Service web site. Reservations may be made up to 240 days in advance.,78C8F7E4-CDD1-475C-A540-5EA8E22B1CAC,http://www.recreation.gov/ky/blue-heron-campground/campground/r/campgroundDetails.do?contractCode=NRSO&parkId=70987
biso,Station Camp Campground,0,36.546841,-84.636076,0,0,"This campground contains 24 developed campsites. Each site offers water and electricity, tables, grills, tie-outs for 4 horses, access to modern restrooms with hot showers, a dump station and access miles of horse trails. Station Camp Campground is located on station Camp Road approximately 4.5 miles from the intersection of Coopertown Road and Leatherwood Road . The fee rate per night is $28.00 (half price for holders of the Interagency Access/Senior Passes).",[],,C8AA0A50-B50A-44C4-8535-84277F7160DA,
blca,East Portal Campground,15,38.526896,-107.649306,15,0,"The East Portal Campground is located within Curecanti National Recreation Area, but is adjacent to and only accessible from Black Canyon National Park. The campground is located at the bottom of the canyon, along the Gunnison River. It is a small, tent-only campground shaded by box elder trees.  East Portal is closed in winter, when the Bureau of Reclamation closes the East Portal Road.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-15', 'name': 'Closed in Winter', 'endDate': '2020-04-15'}, {'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-15', 'name': 'Closed in Winter', 'endDate': '2020-04-15'}], 'description': 'Campground is open 24 hours in the summer. Check out time is 1 pm.  The campground is typically open May to mid-October, weather permitting, and when the East Portal road is open. Water is typically available mid-May to mid-September (after the last frost of spring and the first frost of fall).', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'East Portal Campground'}]",East Portal Campground sites cannot be reserved.,FB7ECE1E-C9F6-4841-B52A-071DFBD4FAFC,
blca,South Rim Campground - Reservable,88,38.543901,-107.689636,32,56,"The South Rim Campground is located just one mile from the South Rim Visitor Center and is in close proximity to the amphitheater, where ranger programs take place during the summer season. The Night Sky Viewing & Telescope site is also nearby. Sites are fairly close together, and are partially shielded by Gambel Oak and Serviceberry bushes.  Each site in Loop B offers 20, 30, and 50 amp electric hookups.  A and C loops do not offer electric hookups.","[{'exceptions': [], 'description': 'Campground is open 24 hours a day, all year. Check out time is 1 pm.. Water and electricity (B Loop only) is typically available mid-May to mid-September (after the last frost of spring and the first frost of fall).  In the winter, only Loop A is open.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'South Rim Campground - Reservable'}]","In the summer, loops A and B may be reserved through recreation.gov.  In the Spring, Fall, and Winter, all sites are first-come, first-served. Loop C is always first-come, first-served.",1E5A64AC-1AA7-43EA-88DB-87DCE1DA6C11,https://www.recreation.gov/camping/campgrounds/234052
blca,North Rim Campground,13,38.585227,-107.709864,13,0,"The North Rim Campground is a remote campground on the North Rim of the Park. The last 7 miles of the North Rim Road and the campground road are unpaved. Services are limited. The campground is small, but the sites are spacious and spread out among pinyon and juniper trees.  This campground can easily fill in the summer, especially on weekends.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-11-15', 'name': 'Closed in Winter', 'endDate': '2020-04-15'}], 'description': 'Fills often Spring to Fall. Closed in winter.', 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'North Rim Campground'}]",Reservations are not accepted for the North Rim Campground.,FCA57A5F-BC58-44D8-83BD-EDC0FC9CCB17,
blri,Crabtree Falls Campground,92,37.5756939,-79.3374361,92,0,Crabtree Falls Campground is located in the highlands of western North Carolina. Hike to Crabtree Falls waterfall from your campsite.,"[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-31', 'name': 'Closed', 'endDate': '2020-07-01'}], 'description': ""Campground open from May through October each year. Visit the parkway's website at \nhttps://www.nps.gov/blri/planyourvisit/hours.htm for this year's dates."", 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Crabtree Falls Campground'}]","All sites in the campground are first-come, first-served.",B7FFF416-1181-4457-931B-6F9920C0EFE7,
blri,Doughton Park Campground,135,37.5756939,-79.3374361,50,16,"This 7,000-acre park is a landscape of open meadows and pioneer cabins, a place to view wildlife and get a feel for the lives of those who lived here long ago. Doughton Park is one of the best places along the motor road to view white-tailed deer, raccoons, red and grey foxes, and bobcats, as well as spectacular shows of flame azalea and rhododendron in the late spring.","[{'exceptions': [{'exceptionHours': {'wednesday': 'Closed', 'monday': 'Closed', 'thursday': 'Closed', 'sunday': 'Closed', 'tuesday': 'Closed', 'friday': 'Closed', 'saturday': 'Closed'}, 'startDate': '2020-10-31', 'name': 'Closed', 'endDate': '2020-07-01'}], 'description': ""Campground open from May through October each year. Visit the parkway's website at \nhttps://www.nps.gov/blri/planyourvisit/hours.htm for this year's dates."", 'standardHours': {'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}, 'name': 'Doughton Park Campground'}]","Campsites are available on a first-come, first-served basis. In addition, advance reservations can be made for some campsites up to six months in advance by visiting www.recreation.gov or by calling (877) 444-6777. Reservations are not accepted for the final week of the season to accommodate possible early closing due to inclement weather.",298C9FE2-25B3-4A60-BE23-76E43A703FC5,http://www.recreation.gov/camping/doughton-park-cg/r/campgroundDetails.do?contractCode=NRSO&parkId=72407
