category,description,id,parkCode,title,url
Caution,"Public-facing facilities, including restrooms and drinking water, are closed. It is recommended that visitors bring their own hand sanitizer and drinking water when visiting park areas.",9DED357E-C892-2D65-C7D57D16852ECDD4,boaf,Preparedness Advisory,
Park Closure,"Public-facing sites and facilities remain closed. All grounds and open-air spaces remain open to the public in compliance with state and local regulations. For more information and details please refer to our <a href=""https://www.nps.gov/bost/learn/management/upload/NPB_Recovery_Phase_One.pdf"">Phase One Adaptive Recovery Operations Plan</a>.",9ED9E135-96E3-90FB-1660A1AF2D6E6AE2,boaf,Boston African American National Historic Site is in Recovery Phase 1,
Park Closure,"Public-facing sites and facilities remain closed. All grounds and open-air spaces remain open to the public in compliance with state and local regulations. For more information and details please refer to our <a href=""https://www.nps.gov/bost/learn/management/upload/NPB_Recovery_Phase_One.pdf"">Phase One Adaptive Recovery Operations Plan</a>.",9F10B6EF-B82B-8CA2-B1D3301A35C5D48A,boha,Boston Harbor Islands National and State Park is in Recovery Phase 1,
Caution,"Public-facing facilities, including restrooms and drinking water, are closed. It is recommended that visitors bring their own hand sanitizer and drinking water when visiting park areas.",9DFBBADA-CCB9-6830-AF0AD14FFFC3D207,boha,Preparedness Advisory,
Park Closure,"Public-facing sites and facilities remain closed. All grounds and open-air spaces remain open to the public in compliance with state and local regulations. For more information and details please refer to our <a href=""https://www.nps.gov/bost/learn/management/upload/NPB_Recovery_Phase_One.pdf"">Phase One Adaptive Recovery Operations Plan</a>.",9E2C6EDA-9FD2-15E6-03A5A19641F74F73,bost,Boston National Historical Park is in Recovery Phase 1,
Caution,"Public-facing facilities, including restrooms and drinking water, are closed. It is recommended that visitors bring their own hand sanitizer and drinking water when visiting park areas.",9D34D1C1-03EB-F439-8C0EFE15AE5CBD26,bost,Preparedness Advisory,
Information,Visitor services in the Great Hall have been temporarily suspended to support the City of Boston guidelines on public events and the Commonwealth of Massachusetts recommendations on discretionary gatherings.,8377895A-F402-2764-0B008ADFA45CAD11,bost,Great Hall of Faneuil Hall,
Information,"The Old North Church is currently closed. For more information and updates visit the <a href=""https://www.oldnorth.com/"" data-toggle=""modal"" data-target=""#myModal"" data-remote=""/common/commonspot/customcf/modals/modal_intercept.cfm?targetURL=https%3A%2F%2Fwww.oldnorth.com%2F"">Old North Church website</a>.",58C884D3-E2DF-F4C6-46CDDFAFB536B47B,bost,Old North Church,
Information,"The Paul Revere House is currently closed. For more information and updates visit the <a href=""https://www.paulreverehouse.org/"" data-toggle=""modal"" data-target=""#myModal"" data-remote=""/common/commonspot/customcf/modals/modal_intercept.cfm?targetURL=https%3A%2F%2Fwww.paulreverehouse.org%2F"">Paul Revere House website</a>.",49ECC311-F886-1013-DB8D20A9E58DDC61,bost,Paul Revere House,
Information,"The USS Constitution Museum is currently closed. For more information and updates visit the <a href=""https://www.ussconstitutionmuseum.org/"" data-toggle=""modal"" data-target=""#myModal"" data-remote=""/common/commonspot/customcf/modals/modal_intercept.cfm?targetURL=https%3A%2F%2Fwww.ussconstitutionmuseum.org%2F"">USS Constitution Museum website</a>.",4A0D0BC6-F5C8-119C-73A283E76BAAA494,bost,USS Constitution Museum,
Information,"USS Constitution is currently closed. For more information and updates visit the <a href=""https://twitter.com/USSConstitution"" data-toggle=""modal"" data-target=""#myModal"" data-remote=""/common/commonspot/customcf/modals/modal_intercept.cfm?targetURL=https%3A%2F%2Ftwitter.com/USSConstitution%2F"">USS Constitution Twitter account</a>.",829B08D2-FE78-68A9-C39B8F6172A7B14B,bost,USS Constitution,
Information,"The Old State House is currently closed. For more information and updates visit the <a href=""https://www.revolutionaryspaces.org/"" data-toggle=""modal"" data-target=""#myModal"" data-remote=""/common/commonspot/customcf/modals/modal_intercept.cfm?targetURL=https%3A%2F%2Fwww.revolutionaryspaces.org%2F"">Revolutionary Spaces website</a>.",214CBD74-E02E-F19E-A9CD75124FF077D0,bost,Old State House,
Information,"The Old South Meeting House is currently closed. For more information and updates visit the <a href=""https://www.revolutionaryspaces.org/"" data-toggle=""modal"" data-target=""#myModal"" data-remote=""/common/commonspot/customcf/modals/modal_intercept.cfm?targetURL=https%3A%2F%2Fwww.revolutionaryspaces.org%2F"">Revolutionary Spaces website</a>.",216442E2-B657-F62E-F2ACA42323B89482,bost,Old South Meeting House,
Information,USS Cassin Young is currently closed.,21F404C0-FCC7-ED30-05D387CAE62EEEF5,bost,USS Cassin Young,
Information,Visitor services at Faneuil Hall have been temporarily suspended to support the City of Boston guidelines on public events and the Commonwealth of Massachusetts recommendations on discretionary gatherings,1572EAF3-E367-0ACE-5E6AF444D03EEA72,bost,Faneuil Hall,
Information,"Following guidance from the CDC, recommendations from state & local public health authorities, and NPS Public Health Service Officers, Bunker Hill Monument and Museum are temporarily closed.",1585EF77-91E1-69FE-A5AAC4BB8EB34933,bost,Bunker Hill Monument,
Information,"Following guidance from the CDC, recommendations from state & local public health authorities, and NPS Public Health Service Officers, the Charlestown Navy Yard Visitor Center is temporarily closed.",15916E4D-B4E4-CC33-81691E173DF65876,bost,Charlestown Navy Yard Visitor Center,
Park Closure,"We are working to increase access to the park in a phased approach. Starting 5/29, park grounds, trails, and restrooms are open. The park visitor center and historic buildings remain closed. 
Link: https://www.nps.gov/bowa/planyourvisit/conditions.htm ",9C083710-D931-C097-DB9B36DB829185C6,bowa,Phased reopening – some locations closed due to COVID-19,
Information,"Following currently available guidance from the CDC and state and local public health authorities, the park has decided to cancel the Astronomy Festival scheduled for June 2020. A decision on the July Geology Fest will come the first week in June.",338FA287-0D3B-D648-B6FA6FA1F208661E,brca,Annual Summer Festivals,https://twitter.com/BryceCanyonNPS
Park Closure,"Following the guidance of state and local public health authorities, Bryce Canyon is increasing recreational access and services. The park is open, but some services and activities are limited.",F66E03F2-CC3E-B6A8-4888A22407217A4D,brca,Phased reopening - some locations closed due to COVID-19,https://www.nps.gov/brca/planyourvisit/bryce-canyon-national-park-public-health-update.htm
Park Closure,"Buffalo National River is open for hiking, floating and camping recreational activities beginning May 29th, 2020. Shower facilities and public buildings remain closed.  Click here for more",C117601C-9A09-C179-FB256C2C5689804A,buff,"Buffalo National River Trails, River and Campgrounds open May 29th.  Buildings Closed",https://www.nps.gov/buff/planyourvisit/conditions.htm
Caution,"Buck Island waters are open for anchoring and mooring, and beaches and trails are open. All other previous closures remain intact. Please see new announcement. Maintain social distancing. Updates will be posted here and on our social media sites.",7DD8A78D-F8F9-D3D7-05F8C071A10B9160,buis,Area Closures for St. Croix National Parks Due to COVID-19,
Information,"If you use a driver for hire for transportation, make arrangements to pick you up at a certain time and location. Otherwise you will not be able to reach anyone, and you may have to hike up the road to the top of the park.",438F481D-DEFC-AE86-1EA489C048E4BB87,cabr,Cell Phone Service Is NOT Available In Tidepool Area,
Park Closure,"Visitors are advised that the Cabrillo Sea Cave is located within a closed area of the park. Due to extremely dangerous conditions and in compliance with the Marine Mammal Protection Act, no entry is allowed at any time. Closure enforced by Federal law.",90709F33-1DD8-B71B-0BB7E73F8C6A284B,cabr,Cabrillo Sea Cave Closed,
Park Closure,"We are working to increase access to the park in a phased approach. Outdoors areas and restrooms are open from 9 am to 5 pm. Indoor facilities such as the Lighthouse, Visitor Center, and some exhibits remain closed. The tidepools close at 4:30 pm.",CC3B8B50-FE66-C424-DAAF1B67A7AC0BA4,cabr,Outdoors areas and restrooms at Cabrillo National Monument are open from 9 am to 5 pm.,https://www.nps.gov/cabr/planyourvisit/conditions.htm
Park Closure,"White House Overlook and Trail, one of seven overlooks and the only public trail on the South Rim Drive, are closed until further notice.  Park Superintendent announced closure 3/12/20 in response to rash of break-ins.",563E6B26-FCA3-409E-5A43F77366AA77DD,cach,White House Overlook and Trail Closed,
Park Closure,"Navajo Nation under STAY AT HOME & CURFEW order.  Per order, Navajo Nation is closed to visitors.  To comply with Navajo Dept of Health Order, services and operations are suspended until further notice.  News Release & updates on website and social media.",56440DC8-AE9C-373E-1FB011A9F762A538,cach,CLOSURES AND RESTRICTIONS,https://www.nps.gov/cach/learn/news/index.htm
Information,Use the link below to visit the National Weather Service website for current conditions in the park.,3C336EDF-1DD8-B71B-0B003F7248902567,cach,Current Weather Conditions,http://forecast.weather.gov/MapClick.php?lat=36.12308099049642&lon=-109.61089668713169#.VwvHaPkrK70
Park Closure,"Following guidance from the CDC and recommendations from state and local public health in consultation with NPS Public Health Service officers, Castle Clinton National Monument is temporarily closed. Read the press release here:",E2D92FBD-D07C-B51D-2DEEB643F63C245A,cacl,Castle Clinton National Monument is temporarily closed as of 3/16/20,https://www.nps.gov/cacl/learn/news/cacl-operations-mod.htm
Information,"Several beaches have seasonal or temporary closures to protect shorebirds. Observe signage and keep pets out at all times. See link for current pet allowances and closures on beaches, and details on other locations where pets are and are not permitted.",8EE77482-D49D-CEEE-52155FA222287907,caco,Observe Pet Restrictions for Shorebird Protection,https://www.nps.gov/caco/planyourvisit/pets.htm
Caution,"Coyotes have been frequenting Herring Cove Beach seeking human food. On 5/23/2020 a visitor was bitten without provocation while reading a book, and a puppy was killed on 5/24/2020. Be alert, keep pets leashed, maintain distance, and do not feed coyotes.",966AF11E-C421-29D2-3261A68D87EE93B8,caco,Warning: Aggressive Coyotes at Herring Cove Beach,
Information,"Due to COVID-19, Cape Cod National Seashore closed public buildings, including restrooms, on March 16, 2020. Beaches, trails, and parking areas are open. Adaptive recovery is underway, and more services will be provided beginning in July.",B3ABE533-E6F2-67F7-5C2655D8527804C3,caco,COVID-19 Adaptive Recovery is Underway,https://www.nps.gov/caco/planyourvisit/conditions.htm
Caution,There are no lifeguards on duty at Cape Cod National Seashore beaches. Read and heed advisories at beaches.,DBC770C6-0CEC-D1C2-B68A3406172CDCF1,caco,Stay Safe at the Beach,
Park Closure,"We are working to increase access to the monument in a phased approach. Compound A (Great House & Ruins) and the picnic area are open. Operating hours are Tuesday - Saturday, 9 am - 4 pm. The visitor center, theater, exhibits and bookstore remain closed. ",3879F90D-CF9E-6948-80170159A6955375,cagr,Phased reopening – some facilities closed due to COVID-19,https://www.nps.gov/cagr/learn/news/casa-grande-ruins-national-monument-is-beginning-to-increase-recreational-access-to-the-great-house-and-ruins.htm
